joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9
-0.49879366159439087,0.7338360548019409,0.31050851941108704,0.3691399395465851,-0.6788827180862427,0.42104583978652954,0.8616825938224792,6.315659675237839e-07,-6.787657184759155e-05,1.1641404628753662,2.1775810718536377,-1.1787811517715454,1.2832516431808472,-2.5799787044525146,-2.6100080013275146,2.6060597896575928,0.003562159836292267,0.00047476752661168575
-0.44005119800567627,0.8083720803260803,0.25338509678840637,0.40618035197257996,-0.7424361109733582,0.3340446352958679,0.8815004825592041,6.046163036899088e-08,-8.121879363898188e-05,1.4447760581970215,2.176133632659912,-1.23500394821167,1.083929419517517,-1.3729357719421387,-2.6100025177001953,0.3886842131614685,-0.0013999773655086756,0.007512277457863092
-0.3760777413845062,0.8828374743461609,0.19761532545089722,0.4405749440193176,-0.7924595475196838,0.24703098833560944,0.9372307658195496,2.0052701188433275e-07,-1.712305129331071e-05,1.9111055135726929,2.176121234893799,-1.497704267501831,1.0341217517852783,-1.1198878288269043,-2.6100034713745117,1.2036168575286865,0.0014129002811387181,0.00281670899130404
-0.30592772364616394,0.9569104313850403,0.14269612729549408,0.4665517807006836,-0.7660839557647705,0.16010251641273499,0.9428489804267883,5.186836347093049e-07,-5.198867256694939e-06,2.0795552730560303,2.1756999492645264,-1.5734010934829712,0.8303155899047852,0.8894016146659851,-2.6100034713745117,0.146332249045372,0.005712816491723061,0.00254720076918602
-0.24034827947616577,1.03098726272583,0.09540842473506927,0.4987855553627014,-0.7891528010368347,0.07320248335599899,0.9881903529167175,6.107505328145635e-07,7.450130965480639e-07,1.7982579469680786,2.175816774368286,-1.078991174697876,1.0409778356552124,-0.7792453765869141,-2.61000394821167,0.9422838687896729,0.002503077033907175,0.00536290043964982
-0.17581188678741455,1.1044402122497559,0.05277087166905403,0.5202978849411011,-0.7075487971305847,-0.013701405376195908,0.9308097958564758,4.269011810720258e-07,1.833302718523555e-07,1.7040129899978638,2.175215721130371,-1.1506433486938477,0.6452603936195374,2.5945072174072266,-2.6100006103515625,-1.2164615392684937,0.004785757511854172,0.005509229376912117
-0.1480257362127304,1.1442105770111084,0.034352611750364304,0.5669779181480408,-0.7418279051780701,-0.007229607552289963,0.9636515974998474,-0.002070620423182845,-0.0033277380280196667,-0.3646400570869446,1.15627920627594,1.1883049011230469,0.8483986258506775,-2.6891462802886963,1.9910000562667847,-4.368491172790527,-0.0008779312483966351,-0.5077185034751892
-0.08762896060943604,1.1581997871398926,-0.021161088719964027,0.5828297734260559,-0.7537215352058411,0.041059985756874084,0.8688153028488159,-0.00888737477362156,-0.010923895053565502,2.180128335952759,0.2483220398426056,-2.062159776687622,0.354007750749588,-0.3057905435562134,1.3582063913345337,-2.676478385925293,-0.18517762422561646,-0.29781970381736755
-0.016472117975354195,1.1432265043258667,-0.07837993651628494,0.5803644061088562,-0.6745560765266418,-0.014826903119683266,0.7829370498657227,-0.014502808451652527,-0.016919247806072235,2.198329448699951,-0.8999830484390259,-1.8519477844238281,-0.1950376033782959,2.5741095542907715,-3.4585533142089844,-3.2139759063720703,-0.20074310898780823,-2.6175169944763184
-0.08433732390403748,1.1277573108673096,-0.010535082779824734,0.5370756387710571,-0.5872553586959839,0.00043259290396235883,0.6958420276641846,-0.010979149490594864,-0.014530044980347157,-2.158628463745117,-1.5104869604110718,2.1600465774536133,-1.9560072422027588,2.610001802444458,0.36380571126937866,-2.601069688796997,0.145061194896698,0.17920388281345367
